trophospecies_id,n_lumped,sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,web_id,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,original_sp_id
586,1,Apodidae (gen. et sp. indet.),insectivore ,insectivore,,586,Cypselomorphae,2,1,messel_terr,12,0,4.5456,7.0,0.0,0.38406658739595717,4.168905315267271,122.1913122054039,2.3627076832324776,635
587,1,Cypselomorphidae (Protocypselomorphus manfredkelleri),insectivore ,insectivore,,587,Cypselomorphae,3,1,messel_terr,30,0,3.779552715654952,8.0,0.0,0.38636363636363635,4.168905315267271,122.1913122054039,2.3627076832324776,636
588,1,Cf. Jungornithidae (cf. Argornis sp.),herbivore (SFF) ,herbivore (SFF),,588,Cypselomorphae,3,1,messel_terr,38,0,3.463855421686747,4.0,0.0,1.9283582089552238,2.4879518072289155,0.5535561268209083,46.102045328911,637
589,1,?Leptosomidae (Plesiocathartes kelleri),insectivore ,insectivore,,589,Order Incertae Sedis D,3,1,messel_terr,19,0,4.235961123110151,6.0,0.0,0.4597864768683274,4.168905315267271,122.1913122054039,2.3627076832324776,638
590,1,Eocoraciidae (Eocoracias brachyptera),omnivore ,omnivore,,590,Coraciiformes,3,1,messel_terr,37,2,4.402070750647109,6.0,1.1313485113835378,0.45525017618040875,4.0760754614445665,51.085066436794975,2.2806063023161007,639
591,1,Atelornithidae (gen. et sp. indet.),predator ,predator,,591,Coraciiformes,3,1,messel_terr,12,0,4.573440643863179,6.0,0.0,0.4057788944723618,4.452654371585769,86.40313252369464,1.6231577588945751,640
593,1,Messelirrisoridae (Messelirrisor parvus),insectivore ,insectivore,,593,Upupiformes,3,1,messel_terr,18,1,4.251396648044693,8.0,646.0,0.38705811863391254,4.168905315267271,122.1913122054039,2.3627076832324776,642
594,1,Messelirrisoridae (Messelirrisor halcyrostris),insectivore ,insectivore,,594,Upupiformes,3,1,messel_terr,26,1,4.263605442176871,6.0,1.660668380462725,0.4654178674351585,4.168905315267271,122.1913122054039,2.3627076832324776,643
595,1,Messelirrisoridae (Messelirrisor grandis),insectivore ,insectivore,,595,Upupiformes,3,1,messel_terr,33,3,4.215496368038741,8.0,1.7412398921832883,0.42555994729907776,4.168905315267271,122.1913122054039,2.3627076832324776,644
596,1,Primobucconidae (?Primobucco sp.),insectivore ,insectivore,,596,Order Incertae Sedis E,3,1,messel_terr,31,0,4.499117387466902,6.0,0.0,0.4467496542185339,4.168905315267271,122.1913122054039,2.3627076832324776,645
597,1,Primoscenidae (Primozygodactylus danielsi),insectivore herbivore (SP),insectivore,herbivore (SP),597,Piciformes,2,1,messel_terr,36,0,3.836734693877551,4.0,0.0,1.4043478260869566,4.336130504833513,0.0,0.8588939518595871,646
598,1,Primoscenidae (Primozygodactylus major),insectivore herbivore (SP),insectivore,herbivore (SP),598,Piciformes,2,1,messel_terr,21,0,4.835526315789474,9.0,0.0,0.3134400776322174,4.336130504833513,0.0,0.8588939518595871,647
599,1,Primoscenidae (Primozygodactylus ballmanni),omnivore ,omnivore,,599,Piciformes,3,1,messel_terr,21,0,3.959568733153639,4.0,0.0,1.36864406779661,4.0760754614445665,51.085066436794975,2.2806063023161007,648
600,1,Gracilitarsidae (Gracilitarsus mirabilis),herbivore (SFF) ,herbivore (SFF),,600,Order Incertae Sedis F,3,1,messel_terr,10,2,2.0,1.0,1.660668380462725,64.6,2.4879518072289155,0.5535561268209083,46.102045328911,649
601,1,Trogonidae (?Primotrogon pumilio),insectivore ,insectivore,,601,Trogoniformes,3,1,messel_terr,25,2,4.103281853281853,7.0,1.2997987927565393,0.3889223359422035,4.168905315267271,122.1913122054039,2.3627076832324776,650
602,1,Trogonidae (Primotrogon wintersteini),insectivore ,insectivore,,602,Trogoniformes,3,1,messel_terr,40,0,4.487431023911711,6.0,0.0,0.44005449591280654,4.168905315267271,122.1913122054039,2.3627076832324776,651
603,1,Fam. Indet. Palaeopsittacus cf. georgei,insectivore ,insectivore,,603,?Caprimugliformes,3,1,messel_terr,45,0,4.2756052141527,6.0,0.0,0.47465099191770754,4.168905315267271,122.1913122054039,2.3627076832324776,652
604,1,Trochilidae (Eurotrochilus inexpectatus),herbivore (SFF) ,herbivore (SFF),,604,Trochiliiformes,3,1,messel_terr,9,0,2.0,1.0,0.0,71.77777777777777,2.4879518072289155,0.5535561268209083,46.102045328911,653
605,1,Trochilidae (Parargornis messelensis),insectivore ,insectivore,,605,Trochiliiformes,3,1,messel_terr,30,1,4.543589743589743,7.0,646.0,0.3292558613659531,4.168905315267271,122.1913122054039,2.3627076832324776,654
606,1,Herpetotheriidae (Amphiperatherium cf. maximum),omnivore ,omnivore,,606,Metatheria,3,1,messel_terr,40,4,4.407960199004975,6.0,1.374468085106383,0.4406548431105048,4.0760754614445665,51.085066436794975,2.2806063023161007,655
607,1,Herpetotheriidae (Amphiperatherium goethei),omnivore ,omnivore,,607,Metatheria,3,1,messel_terr,43,4,4.021132713440405,8.0,1.4013015184381779,0.44246575342465755,4.0760754614445665,51.085066436794975,2.2806063023161007,656
608,1,Herpetotheriidae (Amphiperatherium or Peratherium),omnivore ,omnivore,,608,Metatheria,3,1,messel_terr,37,2,4.495664739884393,8.0,1.3773987206823028,0.4205729166666667,4.0760754614445665,51.085066436794975,2.2806063023161007,657
609,1,?Peradectidae ('Peradectes' sp.),omnivore ,omnivore,,609,Metatheria,3,1,messel_terr,54,4,4.29475673122343,7.0,1.3832976445396146,0.45557122708039494,4.0760754614445665,51.085066436794975,2.2806063023161007,658
610,1,Pantolestidae (Buxolestes minor),piscivore ,piscivore,,610,Proteutheria,3,1,messel_terr,1,2,4.255102040816327,8.0,323.0,0.3052930056710775,5.432874277021687,193.8,0.25299962633532525,659
611,1,Pantolestidae (Buxolestes piscator),piscivore herbivore (SP),piscivore,herbivore (SP),611,Proteutheria,3,1,messel_terr,34,3,3.9311224489795915,7.0,0.9758308157099698,0.39559093692590325,3.9311224489795915,0.9758308157099698,0.39559093692590325,660
612,1,Paroxyclaenidae ('Paroxyclaenus' sp.),herbivore ,herbivore,,612,Proteutheria,3,1,messel_terr,19,5,2.0,1.0,0.9641791044776119,34.0,2.0496031746031744,90.69738829233414,72.89703243616287,661
613,1,Paroxyclaenidae (Kopidodon macrognathus),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),613,Proteutheria,3,1,messel_terr,32,0,2.03125,2.0,0.0,19.0,2.0104166666666665,1.3455717525105282,85.53639846743295,662
614,1,Pseudorhynchocyonidae (Lepticidium nasutum),predator ,predator,,614,Proteutheria,3,1,messel_terr,15,0,4.494941634241245,7.0,0.0,0.38292827504445764,4.452654371585769,86.40313252369464,1.6231577588945751,663
615,1,Pseudorhynchocyonidae (Lepticidium auderiense),insectivore ,insectivore,,615,Proteutheria,3,1,messel_terr,19,3,4.104166666666666,5.0,1.3374741200828157,1.1313485113835378,4.168905315267271,122.1913122054039,2.3627076832324776,664
616,1,Pseudorhynchocyonidae (Lepticidium tobieni),predator insectivore,predator,insectivore,616,Proteutheria,3,1,messel_terr,11,2,4.555150410209663,8.0,1.3514644351464435,0.3580931263858093,4.555150410209663,1.3514644351464435,0.3580931263858093,665
617,1,Apatemyidae (Heterohyus nanus),insectivore ,insectivore,,617,Proteutheria,3,1,messel_terr,37,3,3.7491166077738516,4.0,1.3571428571428572,1.619047619047619,4.168905315267271,122.1913122054039,2.3627076832324776,666
618,1,Myrmecophagidae (Eurotamandua joresi),insectivore herbivore,insectivore,herbivore,618,Xenarthra,3,1,messel_terr,11,3,4.3117505995203835,7.0,129.2,0.4358974358974359,4.3117505995203835,129.2,0.4358974358974359,667
619,1,Amphilemuridae (Macrocranion tupaidon),omnivore ,omnivore,,619,Lipotyphla,3,1,messel_terr,25,3,4.356130108423686,6.0,1.3657505285412261,0.4146341463414634,4.0760754614445665,51.085066436794975,2.2806063023161007,668
620,1,Amphilemuridae (Macrocranion tenerum),insectivore ,insectivore,,620,Lipotyphla,3,1,messel_terr,30,2,4.168674698795181,8.0,1.3514644351464435,0.30572645527685754,4.168905315267271,122.1913122054039,2.3627076832324776,669
621,1,Amphilemuridae (Pholidocercus hassiacus),insectivore ,insectivore,,621,Lipotyphla,3,1,messel_terr,37,0,4.025477707006369,7.0,0.0,0.4594594594594595,4.168905315267271,122.1913122054039,2.3627076832324776,670
622,1,Archaeonycterididae (Archaeonyceris trigonodon),insectivore ,insectivore,,622,Chiroptera,3,1,messel_terr,47,2,4.03228285933897,7.0,323.0,0.4027431421446384,4.168905315267271,122.1913122054039,2.3627076832324776,671
623,1,Archaeonycterididae (Archaeonyceris pollex),insectivore ,insectivore,,623,Chiroptera,3,1,messel_terr,19,1,3.9334763948497855,7.0,646.0,0.3493780421849648,4.168905315267271,122.1913122054039,2.3627076832324776,672
624,1,Palaeochiropterygidae (Palaeochiropteryx tupaiodon),insectivore ,insectivore,,624,Chiroptera,3,1,messel_terr,13,1,4.248648648648649,7.0,646.0,0.3312820512820513,4.168905315267271,122.1913122054039,2.3627076832324776,673
625,1,Palaeochiropterygidae (Palaeochiropteryx spiegeli),insectivore ,insectivore,,625,Chiroptera,3,1,messel_terr,10,2,4.653673163418291,9.0,1.3319587628865979,0.32511323603422243,4.168905315267271,122.1913122054039,2.3627076832324776,674
626,1,Hassianycterididae (Hassianycteris messelensis),insectivore ,insectivore,,626,Chiroptera,3,1,messel_terr,15,1,3.0223880597014925,3.0,1.3076923076923077,2.748936170212766,4.168905315267271,122.1913122054039,2.3627076832324776,675
627,1,Hassianycterididae (?Hassianycteris revilliodi),insectivore ,insectivore,,627,Chiroptera,3,1,messel_terr,13,1,4.1609195402298855,7.0,1.3210633946830266,0.3205955334987593,4.168905315267271,122.1913122054039,2.3627076832324776,676
628,1,Hassianycterididae (Hassianycteris magna),insectivore ,insectivore,,628,Chiroptera,3,1,messel_terr,17,1,4.154696132596685,5.0,646.0,1.3374741200828157,4.168905315267271,122.1913122054039,2.3627076832324776,677
629,1,Emballonuridae (Tachypteron franzeni),insectivore ,insectivore,,629,Chiroptera,3,1,messel_terr,17,4,4.631840796019901,8.0,1.799442896935933,0.3131362094037809,4.168905315267271,122.1913122054039,2.3627076832324776,678
630,1,Hyaenodontidae (Lesmesodon behnkeae),omnivore ,omnivore,,630,Creodonta,3,1,messel_terr,22,3,4.453947368421053,8.0,92.28571428571429,0.39080459770114945,4.0760754614445665,51.085066436794975,2.2806063023161007,679
631,1,Hyaenodontidae (Lesmesodon edingeri),predator ,predator,,631,Creodonta,3,1,messel_terr,16,2,4.152242577384713,6.0,646.0,0.410941475826972,4.452654371585769,86.40313252369464,1.6231577588945751,680
632,1,Manidae (Eomanis krebsi),insectivore ,insectivore,,632,Pholidota,3,1,messel_terr,10,2,4.00375,7.0,1.36,0.4233289646133683,4.168905315267271,122.1913122054039,2.3627076832324776,681
633,1,Manidae (Eomanis waldi),herbivore (EFF) ,herbivore (EFF),,633,Pholidota,3,1,messel_terr,12,2,2.0,1.0,1.3486430062630481,53.833333333333336,2.0,1.693765781841075,36.41666666666667,682
634,1,Miacidae (Parodectes feisti),predator ,predator,,634,Carnivora,3,1,messel_terr,30,1,4.495766932270916,5.0,0.0,0.44582470669427193,4.452654371585769,86.40313252369464,1.6231577588945751,683
635,1,Miacidae (Messelogale kessleri),predator ,predator,,635,Carnivora,3,1,messel_terr,21,1,4.6297004461440405,5.0,0.0,0.42866622428666223,4.452654371585769,86.40313252369464,1.6231577588945751,684
636,1,Helaletidae (Hyrachus minimus),herbivore (EFF) ,herbivore (EFF),,636,Perissodactyla,3,1,messel_terr,28,3,2.0,1.0,1.8300283286118981,23.071428571428573,2.0,1.693765781841075,36.41666666666667,685
637,1,Lophiodontidae (Lophiodon sp.),herbivore (EFF) ,herbivore (EFF),,637,Perissodactyla,3,1,messel_terr,21,5,2.0,1.0,1.8457142857142856,30.761904761904763,2.0,1.693765781841075,36.41666666666667,686
638,1,Equidae (Propalaeotherium hassiacum),herbivore (SP) ,herbivore (SP),,638,Perissodactyla,3,1,messel_terr,25,6,2.04,2.0,1.8944281524926687,23.925925925925927,2.1131623931623933,0.9485527535254252,27.741478797638216,687
639,1,Equidae (Propalaeotherium parvulum),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),639,Perissodactyla,3,1,messel_terr,29,5,2.0,1.0,1.8833819241982508,22.275862068965516,2.0104166666666665,1.3455717525105282,85.53639846743295,688
640,1,Equidae (Hallensia matthesi),herbivore ,herbivore,,640,Perissodactyla,3,1,messel_terr,21,5,2.0476190476190474,2.0,1.9112426035502958,28.08695652173913,2.0496031746031744,90.69738829233414,72.89703243616287,689
641,1,Dichobunidae (Messelobunodon schaeferi),fungivore herbivore (SP),fungivore,herbivore (SP),641,Artiodactyla,3,1,messel_terr,17,4,3.6346153846153846,3.0,1.7747252747252746,7.878048780487805,3.6346153846153846,1.7747252747252746,7.878048780487805,690
642,1,Haplobunodontidae (Masillabune martini),herbivore (EFF) ,herbivore (EFF),,642,Artiodactyla,3,1,messel_terr,17,6,2.0,1.0,1.7506775067750677,38.0,2.0,1.693765781841075,36.41666666666667,691
643,1,Diacodexeidae (Aumelasia cf. gabineaudi),herbivore (SP) ,herbivore (SP),,643,Artiodactyla,3,1,messel_terr,27,2,2.0,1.0,1.8095238095238095,23.925925925925927,2.1131623931623933,0.9485527535254252,27.741478797638216,692
644,1,Notharctidae (Europolemur kelleri),predator ,predator,,644,Primates,3,1,messel_terr,26,5,4.284017278617711,7.0,1.6479591836734695,0.42002600780234073,4.452654371585769,86.40313252369464,1.6231577588945751,693
645,1,Notharctidae (Godinotia neglecta),omnivore ,omnivore,,645,Primates,3,1,messel_terr,41,4,4.35375,6.0,1.619047619047619,0.4353099730458221,4.0760754614445665,51.085066436794975,2.2806063023161007,694
646,1,Notharctidae (Europolemur koenigswaldi),omnivore ,omnivore,,646,Primates,3,1,messel_terr,36,6,4.5125,7.0,1.6779220779220778,0.3419798835362626,4.0760754614445665,51.085066436794975,2.2806063023161007,695
647,1,Gliridae (Eogliravus wildi),herbivore (SP) ,herbivore (SP),,647,Rodentia,3,1,messel_terr,34,9,2.752136752136752,2.0,1.669250645994832,3.9876543209876543,2.1131623931623933,0.9485527535254252,27.741478797638216,696
648,1,Ischyromyidae (Ailuravus macrurus),herbivore (EFF) herbivore (SP),herbivore (EFF),herbivore (SP),648,Rodentia,3,1,messel_terr,51,9,2.0,1.0,1.6779220779220778,12.666666666666666,2.0,1.7889610389610389,167.83333333333334,697
649,1,Ischyromyridae (Hartenbergeromys parvus),insectivore ,insectivore,,649,Rodentia,3,1,messel_terr,42,9,4.05779427359491,7.0,1.8044692737430168,0.4684554024655547,4.168905315267271,122.1913122054039,2.3627076832324776,698
650,1,Ischyromyridae (Masillamys beegeri),insectivore ,insectivore,,650,Rodentia,3,1,messel_terr,18,7,3.7895791583166334,8.0,1.7698630136986302,0.3719055843408175,4.168905315267271,122.1913122054039,2.3627076832324776,699
651,1,Gen. et sp. indet.,omnivore ,omnivore,,651,Rodentia,3,1,messel_terr,12,9,4.755162241887906,8.0,1.6313131313131313,0.2827133479212254,4.0760754614445665,51.085066436794975,2.2806063023161007,700
1,1,detritus,detritus,organics,,1,detritus,3,3,messel_terr_hi_cert,0,36,1.0,0.0,2.00314465408805,0.0,1.0,2.2034591194968556,0.0,1
2,1,dead animal material,detritus,organics,,2,carrion,3,3,messel_terr_hi_cert,0,25,1.0,0.0,2.4037735849056605,0.0,1.0,2.2034591194968556,0.0,2
3,1,Enterobacteriaceae,chemotroph ,chemotroph,,3,gram-negative bacteria,2,1,messel_terr_hi_cert,0,18,1.0,0.0,1.9844236760124612,0.0,1.1538461538461537,1.6564106446598297,19.6,4
4,1,iron bacteria,chemotroph ,chemotroph,,4,gram-negative bacteria,3,3,messel_terr_hi_cert,0,2,1.0,0.0,1.4477272727272728,0.0,1.1538461538461537,1.6564106446598297,19.6,5
5,6,vibroid bacteria;hydrogen bacteria (?Propionibacteriaceae);ammonia oxidizing bacteria;Tomastomidae (gen. et sp. indet);Threskiornithidae (Rhynchaeitites messelensis);Fam. Indet. (Quasisyndactylus longibrachis),chemotroph ;piscivore ;piscivore insectivore,chemotroph;piscivore,;insectivore,5;11;14;551;557;590,gram-negative bacteria;gram-positive bacteria;Proteobacteria;Crocodylia;Ciconiiformes;Alcediiformes,3;2,3;1,messel_terr_hi_cert,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6;12;15;601;607;641
6,1,nitrate-reducing bacteria,chemotroph ,chemotroph,,6,gram-negative bacteria,2,3,messel_terr_hi_cert,5,3,2.0,1.0,1.6807387862796834,127.4,1.1538461538461537,1.6564106446598297,19.6,7
7,1,iron-reducing bacteria,chemotroph ,chemotroph,,7,gram-negative bacteria,2,3,messel_terr_hi_cert,0,4,1.0,0.0,1.6459948320413436,0.0,1.1538461538461537,1.6564106446598297,19.6,8
8,1,manganese-reducing bacteria,chemotroph ,chemotroph,,8,gram-negative bacteria,2,3,messel_terr_hi_cert,0,2,1.0,0.0,1.9303030303030304,0.0,1.1538461538461537,1.6564106446598297,19.6,9
9,1,rods,chemotroph ,chemotroph,,9,?gram-negative bacteria,3,3,messel_terr_hi_cert,0,8,1.0,0.0,2.088524590163934,0.0,1.1538461538461537,1.6564106446598297,19.6,10
10,1,coccibacilli,chemotroph ,chemotroph,,10,gram-negative/positive bacteria,3,3,messel_terr_hi_cert,0,6,1.0,0.0,2.0953947368421053,0.0,1.1538461538461537,1.6564106446598297,19.6,11
12,1,coccoid bacteria,chemotroph ,chemotroph,,12,gram-positive bacteria,3,3,messel_terr_hi_cert,0,6,1.0,0.0,1.7404371584699454,0.0,1.1538461538461537,1.6564106446598297,19.6,13
13,1,curved rod bacteria,chemotroph ,chemotroph,,13,gram-positive bacteria,3,3,messel_terr_hi_cert,0,5,1.0,0.0,1.707774798927614,0.0,1.1538461538461537,1.6564106446598297,19.6,14
15,1,Pseudmonadiaceae-like bacteria,heterotroph ,heterotroph,,15,Proteobacteria-alpha,2,3,messel_terr_hi_cert,1,1,2.0,1.0,1.5023584905660377,637.0,2.0,1.6433361080281168,637.0,16
16,1,phosphate-reducing bacteria,chemotroph ,chemotroph,,16,Proteobacteria-alpha,3,3,messel_terr_hi_cert,0,8,1.0,0.0,1.8096590909090908,0.0,1.1538461538461537,1.6564106446598297,19.6,17
17,1,nitrite-oxidizing bacteria,chemotroph ,chemotroph,,17,Proteobacteria-beta,2,3,messel_terr_hi_cert,5,0,2.0,1.0,0.0,127.4,1.1538461538461537,1.6564106446598297,19.6,18
18,1,methanogens,heterotroph ,heterotroph,,18,Proteobacteria-beta/gamma,2,3,messel_terr_hi_cert,1,4,2.0,1.0,1.7843137254901962,637.0,2.0,1.6433361080281168,637.0,19
19,1,sulfur-oxidizing bacteria,chemotroph ,chemotroph,,19,Proteobacteria-gamma,2,3,messel_terr_hi_cert,0,1,1.0,0.0,1.7216216216216216,0.0,1.1538461538461537,1.6564106446598297,19.6,20
20,1,gram-positive anaerobes (?clostridia),chemotroph ,chemotroph,,20,Proteobacteria-gamma,3,3,messel_terr_hi_cert,0,3,1.0,0.0,1.6807387862796834,0.0,1.1538461538461537,1.6564106446598297,19.6,21
21,1,Zygnemataceae (Ovoidites sp.),autotroph ,autotroph,,21,Zygnematales,1,3,messel_terr_hi_cert,1,6,2.0,1.0,1.8680351906158357,637.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,29
22,1,Botryococcaceae (Botryococcus sp.),myxotroph ,myxotroph,,22,Chlorococcales,3,3,messel_terr_hi_cert,2,9,2.0,1.0,2.0351437699680512,318.5,1.25,1.9112475415391645,119.4375,30
23,1,Botryococcaceae (Tetraedron sp.),myxotroph ,myxotroph,,23,Chlorococcales,3,3,messel_terr_hi_cert,1,9,2.0,1.0,2.022222222222222,637.0,1.25,1.9112475415391645,119.4375,31
24,1,Dicranaceae (Dicranites†),autotroph ,autotroph,,24,Dicraniales,1,3,messel_terr_hi_cert,0,9,1.0,0.0,1.9782608695652173,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,34
25,1,Jungermanniaceae (cf. Frullania),autotroph ,autotroph,,25,Jungermanniales,1,1,messel_terr_hi_cert,0,7,1.0,0.0,1.9014925373134328,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,35
26,1,Muscites†,autotroph ,autotroph,,26,Muscales,3,1,messel_terr_hi_cert,0,4,1.0,0.0,1.418708240534521,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,36
27,1,Selaginellaceae (gen. et sp. indet.),autotroph ,autotroph,,27,Lycopodiales,3,1,messel_terr_hi_cert,0,1,1.0,0.0,1.4346846846846846,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,37
28,1,Selaginellaceae (Selaginella sp.),autotroph ,autotroph,,28,Lycopodiales,3,1,messel_terr_hi_cert,0,5,1.0,0.0,1.6986666666666668,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,38
29,1,?Marattiaceae (gen. et sp. indet.),autotroph ,autotroph,,29,Filicales,2,1,messel_terr_hi_cert,0,5,1.0,0.0,2.081699346405229,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,39
30,1,Lygodiaceae (Lygodium kaulfussi and Leiotriletes maxoides),autotroph ,autotroph,,30,Filicales,3,1,messel_terr_hi_cert,0,2,1.0,0.0,1.4953051643192488,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,40
31,1,Osmundaceae (Osmunda lignitum and Baculatisporites primarius),autotroph ,autotroph,,31,Filicales,3,1,messel_terr_hi_cert,0,4,1.0,0.0,1.5689655172413792,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,41
32,1,Adiantaceae (Acrostichum sp.),autotroph ,autotroph,,32,Filicales,3,1,messel_terr_hi_cert,0,4,1.0,0.0,1.8680351906158357,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,42
33,1,Polypodiaceae (Laevigatosporites discordatus),autotroph ,autotroph,,33,Filicales,3,1,messel_terr_hi_cert,0,2,1.0,0.0,1.7596685082872927,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,43
34,1,Polypodiaceae (Laevigatosporites haardtii),autotroph ,autotroph,,34,Filicales,3,1,messel_terr_hi_cert,0,3,1.0,0.0,1.7548209366391185,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,44
35,1,Polypodiaceae (Verrucatosphorites tenellis),autotroph ,autotroph,,35,Filicales,3,1,messel_terr_hi_cert,0,4,1.0,0.0,1.7793296089385475,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,45
36,1,Polypodiaceae (Rumohra recentior),autotroph ,autotroph,,36,Filicales,3,1,messel_terr_hi_cert,0,3,1.0,0.0,1.9721362229102166,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,46
37,1,Polypodiaceae (gen. et sp. indet.),autotroph ,autotroph,,37,Filicales,3,1,messel_terr_hi_cert,0,4,1.0,0.0,1.9968652037617556,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,47
38,1,Polypodiaceae (Polypodiaceoisporites lusaticus),autotroph ,autotroph,,38,Filicales,3,1,messel_terr_hi_cert,0,1,1.0,0.0,1.7356948228882834,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,48
39,1,Polypodiaceae (Verrucatosporites favus),autotroph ,autotroph,,39,Filicales,3,1,messel_terr_hi_cert,0,4,1.0,0.0,2.0094637223974763,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,49
40,1,Polypodiaceae (Verrucatosporites undulatus),autotroph ,autotroph,,40,Filicales,2,1,messel_terr_hi_cert,0,3,1.0,0.0,1.8410404624277457,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,50
41,1,Schizaeaceae (Ruffordia subcretacea and Cicatricosisporites paradorogensis),autotroph ,autotroph,,41,Filicales,3,1,messel_terr_hi_cert,0,2,1.0,0.0,1.9014925373134328,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,51
42,1,Schizaeaceae (Lygodium kaulfussi),autotroph ,autotroph,,42,Filicales,3,1,messel_terr_hi_cert,0,5,1.0,0.0,1.6631853785900783,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,52
43,1,Schizaeaceae (Lygodium microadriennis),autotroph ,autotroph,,43,Filicales,3,1,messel_terr_hi_cert,0,3,1.0,0.0,1.6807387862796834,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,53
44,1,Schizaeaceae (Schizaea sp.),autotroph ,autotroph,,44,Filicales,3,1,messel_terr_hi_cert,0,3,1.0,0.0,1.9244712990936557,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,54
45,1,Blechnaceae (gen. et sp. indet.),autotroph ,autotroph,,45,Filicales,3,1,messel_terr_hi_cert,0,1,1.0,0.0,1.4477272727272728,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,55
46,1,Gleicheniaeae (gen. et sp. indet.),autotroph ,autotroph,,46,Filicales,3,1,messel_terr_hi_cert,0,1,1.0,0.0,1.467741935483871,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,56
47,1,Parkeriaceae (gen. et sp. indet.),autotroph ,autotroph,,47,Filicales,3,1,messel_terr_hi_cert,0,1,1.0,0.0,127.4,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,57
48,1,Cephalotaxaceae (Cephalotaxus cf. messelensis),autotroph ,autotroph,,48,Coniferales,3,1,messel_terr_hi_cert,0,2,1.0,0.0,1.4444444444444444,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,58
49,1,Cupressaceae (Cupressacites insulipapillatus),autotroph ,autotroph,,49,Coniferales,3,1,messel_terr_hi_cert,0,3,1.0,0.0,1.4813953488372094,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,59
50,1,Cupressaceae (Libocedrites salicorniodes),autotroph ,autotroph,,50,Coniferales,3,1,messel_terr_hi_cert,0,2,1.0,0.0,1.421875,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,60
51,1,Cupressaceae (Sciadopitys sp.),autotroph ,autotroph,,51,Coniferales,3,1,messel_terr_hi_cert,0,2,1.0,0.0,1.3728448275862069,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,61
52,1,Cupressaceae (Glyptostrobus sp.),autotroph ,autotroph,,52,Coniferales,3,1,messel_terr_hi_cert,0,3,1.0,0.0,1.907185628742515,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,62
53,1,Cupressaceae (Inaperturopollenites concedipites),autotroph ,autotroph,,53,Coniferales,3,1,messel_terr_hi_cert,0,4,1.0,0.0,1.6986666666666668,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,63
54,1,Cupressaceae (Doliostrobus sp.),autotroph ,autotroph,,54,Coniferales,3,1,messel_terr_hi_cert,0,3,1.0,0.0,1.6045340050377834,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,64
55,1,Pinaceae (Pityosporites microalatus ),autotroph ,autotroph,,55,Coniferales,3,1,messel_terr_hi_cert,0,10,1.0,0.0,1.5574572127139363,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,66
56,1,Pinaceae (Pityosporites labdacus ),autotroph ,autotroph,,56,Coniferales,3,1,messel_terr_hi_cert,0,12,1.0,0.0,1.75,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,67
57,1,Ephedraceae (Ephedripites eocenipites),autotroph ,autotroph,,57,Gnetales,3,1,messel_terr_hi_cert,0,6,1.0,0.0,1.9539877300613497,0.0,1.0056179775280898,2.6052204490870254,3.5786516853932584,68
