sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,original_sp_id
Phytophaga' (fam. indet. 2 and DT15),herbivore (EFF) herbivore (SP),herbivore (EFF),herbivore (SP),404,Coleoptera,1,1,2,5,2.0,1.0,1.5804988662131518,348.5,2.0,1.616078816992832,181.08333333333334,405
Phytophaga' (fam. indet. 3 and DT30),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),405,Coleoptera,2,1,3,7,2.0,1.0,1.7252475247524752,232.33333333333334,2.0011574074074074,1.8205006511539032,376.98150302952723,406
Phytophaga' (fam. indet. 3 and DT63),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),406,Coleoptera,2,1,2,6,2.0,1.0,1.925414364640884,348.5,2.0011574074074074,1.8205006511539032,376.98150302952723,407
Phytophaga' (fam. indet. 4 and DT216),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),407,Coleoptera,2,1,1,7,2.0,1.0,1.6247086247086246,697.0,2.0,1.676539009153552,261.3289021164021,408
Phytophaga' (fam. indet. 5 and DT143),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),408,Coleoptera,2,1,3,7,2.0,1.0,1.6022988505747127,232.33333333333334,2.0011574074074074,1.8205006511539032,376.98150302952723,409
Phytophaga' (fam.indet. 6 and DT211,herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),409,Coleoptera,2,1,1,7,2.0,1.0,1.7338308457711442,697.0,2.0,1.676539009153552,261.3289021164021,410
Phytophaga' (fam. indet. 7 and DT207),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),410,Coleoptera,2,1,2,6,2.0,1.0,1.5804988662131518,348.5,2.0,1.676539009153552,261.3289021164021,411
Phytophaga' (fam. indet. 8 and DT220),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),411,Coleoptera,2,1,1,7,2.0,1.0,1.6958637469586375,697.0,2.0011574074074074,1.8205006511539032,376.98150302952723,412
Phytophaga' (fam. indet. 9 and DT137),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),412,Coleoptera,2,1,1,5,2.0,1.0,1.683574879227053,697.0,2.0011574074074074,1.8205006511539032,376.98150302952723,413
Phytophaga' (fam. indet 10 and DT12),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),413,Coleoptera,1,1,6,5,2.0,1.0,1.6134259259259258,116.16666666666667,2.0011574074074074,1.8205006511539032,376.98150302952723,414
Phytophaga' (fam. indet. 11 and DT14),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),414,Coleoptera,1,1,1,6,2.0,1.0,1.667464114832536,697.0,2.0,1.676539009153552,261.3289021164021,415
Phytophaga' (fam. indet. 11 and DT13),herbivore (EFF) herbivore (PO),herbivore (EFF),herbivore (PO),415,Coleoptera,1,1,1,3,2.0,1.0,1.431211498973306,697.0,2.0,1.431211498973306,697.0,416
Cerambycidae (Lamiinae),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),416,Coleoptera,3,1,38,8,2.0,1.0,1.5086580086580086,18.342105263157894,1.1,1.1755693256764754,2.9671052631578947,417
Cerambycidae (Prioninae),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),417,Coleoptera,3,1,17,17,2.0,1.0,1.449064449064449,41.0,1.1,1.1755693256764754,2.9671052631578947,418
Cerambycidae (gen. et sp. indet. and DT212,herbivore (WB) herbivore (EFF),herbivore (WB),herbivore (EFF),418,Coleoptera,3,1,2,15,2.0,1.0,1.5769230769230769,348.5,1.5,1.6597115384615384,174.25,419
Chrysomelidae (Sagra sp.),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),419,Coleoptera,3,1,1,9,2.0,1.0,1.691747572815534,697.0,2.0,1.676539009153552,261.3289021164021,420
Chrysomelidae (Lina sp. and DT57),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),420,Coleoptera,3,1,2,13,2.0,1.0,1.7690355329949239,348.5,2.0011574074074074,1.8205006511539032,376.98150302952723,421
Chrysomelidae (gen. et sp. indet. and DT08),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),421,Coleoptera,2,1,2,11,2.0,1.0,1.8390501319261214,348.5,2.0011574074074074,1.8205006511539032,376.98150302952723,422
Chrysomelidae (Cassidinae indet. 1 and DT203 ),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),422,Coleoptera,3,1,1,9,2.0,1.0,1.7556675062972291,697.0,2.0011574074074074,1.8205006511539032,376.98150302952723,423
Chrysomelidae (Cassidinae indet. 2 and DT192),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),423,Coleoptera,3,1,1,10,2.0,1.0,1.7425,697.0,2.0011574074074074,1.8205006511539032,376.98150302952723,424
Chrysomelidae (gen. et sp. indet. and DT193,herbivore (LM) herbivore (EFF),herbivore (LM),herbivore (EFF),424,Coleoptera,3,1,1,7,2.0,1.0,1.7338308457711442,697.0,2.0,1.7338308457711442,697.0,425
Chrysomelidae (Bruchinae indet.),herbivore (SP) omnivore,herbivore (SP),omnivore,425,Coleoptera,3,1,1,9,2.0,1.0,1.7556675062972291,697.0,1.3333333333333333,1.5921420995384654,232.33333333333334,426
cf. Brenthidae,herbivore (WB) herbivore (EFF),herbivore (WB),herbivore (EFF),426,Coleoptera,3,1,0,5,1.0,0.0,1.7425,0.0,1.5,1.6597115384615384,174.25,427
Apionidae (gen. et sp. indet.),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),427,Coleoptera,3,1,0,4,1.0,0.0,1.4829787234042553,0.0,1.6770833333333333,1.0609929078014184,14.844827586206897,428
Curculionidae (gen. et sp. indet. 1),herbivore herbivore (EFF),herbivore,herbivore (EFF),428,Coleoptera,3,1,0,5,1.0,0.0,1.667464114832536,0.0,1.0,1.667464114832536,0.0,429
Curculionidae (gen. et sp. indet. 2 and DT74),herbivore (SP) herbivore (SP),herbivore (SP),herbivore (SP),429,Coleoptera,3,1,1,9,2.0,1.0,1.6795180722891567,697.0,2.0,1.7198095411950836,697.0,430
Curculionidae (gen. et sp. indet. 3 and DT07),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),430,Coleoptera,2,1,1,7,2.0,1.0,1.7295285359801489,697.0,2.0011574074074074,1.8205006511539032,376.98150302952723,431
Curculionidae (aff. Balaninus and DT167),herbivore (SP) herbivore (SP),herbivore (SP),herbivore (SP),431,Coleoptera,3,1,1,7,2.0,1.0,1.7601010101010102,697.0,2.0,1.7198095411950836,697.0,432
Fam. indet. (DT195),herbivore (LM) insectivore,herbivore (LM),insectivore,432,Coleoptera,2,1,2,4,2.5,2.0,1.5420353982300885,174.25,2.5,1.5420353982300885,174.25,433
Fam. indet. (DT29),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),433,Coleoptera,2,1,4,7,2.0,1.0,1.525164113785558,174.25,2.0,1.3013065884612893,412.3916666666667,434
Myrmecolacidae (Stichotrema sp.),parasitoid nonfeeding,parasitoid,nonfeeding,434,Strepsiptera,2,1,1,8,3.353846153846154,3.0,1.7338308457711442,3.747311827956989,3.353846153846154,1.7338308457711442,3.747311827956989,435
Fam. indet.,detritivore detritivore,detritivore,detritivore,435,Mecoptera,3,1,3,4,2.0,1.0,1.7963917525773196,232.33333333333334,2.6876769431176726,1.8358596474932003,105.0825167791273,436
Tipulidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),436,Diptera,3,3,11,18,2.3333333333333335,2.0,2.178125,36.68421052631579,3.0662455830627477,1.9286212079936593,87.13091253079348,437
Limoniidae (gen. et sp. indet.),detritivore nonfeeding,detritivore,nonfeeding,437,Diptera,3,3,16,10,2.793103448275862,3.0,1.8787061994609164,25.814814814814813,2.829885057471264,2.005102335204464,30.33240740740741,438
Chaoboridae (gen. indet. and larva),detritivore parasite,detritivore,parasite,438,Diptera,2,3,16,18,6.011607142857143,8.0,2.2927631578947367,0.2836792836792837,4.262819813526589,2.1928305366996383,1.592141528691735,439
Chironomidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,439,Diptera,2,3,17,11,3.1945701357466065,3.0,2.262987012987013,2.7768924302788847,4.262819813526589,2.1928305366996383,1.592141528691735,440
Culicidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,440,Diptera,3,3,16,15,4.651072124756335,7.0,2.212698412698413,0.3794229722373435,4.262819813526589,2.1928305366996383,1.592141528691735,441
Cecidomyiidae (gen. et sp. indet. 1 and DT80,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),441,Diptera,2,1,2,5,2.0,1.0,0.9406207827260459,348.5,2.0,38.22607191466124,464.4691043083901,442
Cecidomyiidae (gen. et sp. indet. 2 and DT188,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),442,Diptera,2,1,2,2,2.0,1.0,1.425357873210634,348.5,2.0,38.22607191466124,464.4691043083901,443
Cecidomyiidae (gen. et sp. indet. 3 and DT11 and DT197,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),443,Diptera,3,1,1,2,2.0,1.0,1.5119305856832972,697.0,2.0,38.22607191466124,464.4691043083901,444
Cecidomyiidae (gen. et sp. indet. 4 and DT83),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),444,Diptera,3,1,1,7,2.0,1.0,1.655581947743468,697.0,2.0,38.22607191466124,464.4691043083901,445
Cecidomyiidae (gen. et sp. indet. 5 and DT84),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),445,Diptera,2,1,1,5,2.0,1.0,1.4642857142857142,697.0,2.0,38.22607191466124,464.4691043083901,446
Cecidomyiidae (gen. et sp. indet. 6 and DT215),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),446,Diptera,3,1,1,6,2.0,1.0,1.7083333333333333,697.0,2.0,38.22607191466124,464.4691043083901,447
Cecidomyiidae (gen. et sp. indet. 7 and DT213,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),447,Diptera,3,1,1,7,2.0,1.0,1.4925053533190578,697.0,2.0,38.22607191466124,464.4691043083901,448
Cecidomyiidae (gen. et sp. indet. 8 and DT149,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),448,Diptera,3,1,2,6,2.0,1.0,1.4581589958158996,348.5,2.0,38.22607191466124,464.4691043083901,449
Cecidomyiidae (gen. et sp. indet. 9 and DT218),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),449,Diptera,3,1,1,2,2.0,1.0,77.44444444444444,697.0,2.0,38.22607191466124,464.4691043083901,450
Cecidomyiidae (gen. et sp. indet. 10 and DT217,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),450,Diptera,3,1,1,5,2.0,1.0,1.5185185185185186,697.0,2.0,38.22607191466124,464.4691043083901,451
Cecidomyiidae (gen. et sp. indet. 11 and DT34),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),451,Diptera,2,1,6,2,2.0,1.0,1.4893162393162394,116.16666666666667,2.0,38.22607191466124,464.4691043083901,452
Cecidomyiidae (gen. et sp. indet. 12 and DT145,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),452,Diptera,3,1,3,2,2.0,1.0,1.4612159329140462,232.33333333333334,2.0,38.22607191466124,464.4691043083901,453
Cecidomyiidae (Asphondyliini and DT163 and DT206,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),453,Diptera,2,1,2,2,2.0,1.0,1.0839813374805598,348.5,2.0,38.22607191466124,464.4691043083901,454
Cecidomyiidae (gen et sp. indet. 13 and DT204),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),454,Diptera,3,1,1,1,2.0,1.0,697.0,697.0,2.0,38.22607191466124,464.4691043083901,455
Cecidomyiidae (Cecidomyia sp. and DT49),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),455,Diptera,2,1,1,3,2.0,1.0,1.7556675062972291,697.0,2.0,38.22607191466124,464.4691043083901,456
Cecidomyiidae (Dasyneura sp. and DT85),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),456,Diptera,2,1,1,3,2.0,1.0,1.683574879227053,697.0,2.0,38.22607191466124,464.4691043083901,457
Cecidomyiidae (gen. et sp. indet and DT33),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),457,Diptera,3,1,1,2,2.0,1.0,1.4798301486199574,697.0,2.0,38.22607191466124,464.4691043083901,458
Nemestrinidae (cf. Hirmoneura sp.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),458,Diptera,3,1,0,10,1.0,0.0,1.824607329842932,0.0,2.1625,1.5590293910612467,113.45611111111111,459
Tabanidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,459,Diptera,3,1,9,19,3.1940298507462686,3.0,2.0028735632183907,2.9285714285714284,4.262819813526589,2.1928305366996383,1.592141528691735,460
Stratiomyiidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),460,Diptera,3,1,2,14,2.0,1.0,1.683574879227053,348.5,3.0662455830627477,1.9286212079936593,87.13091253079348,461
Athericidae (gen. et sp. indet.),insectivore parasite,insectivore,parasite,461,Diptera,3,1,2,13,3.1515151515151514,3.0,1.778061224489796,8.397590361445783,3.1515151515151514,1.778061224489796,8.397590361445783,462
Asilidae (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,462,Diptera,3,1,34,12,4.834408602150537,6.0,1.7041564792176038,0.4473684210526316,4.224465624956372,1.8652802945421434,5.942800649018784,463
Syrphidae (gen. et sp. indet.),fungivore herbivore (PO),fungivore,herbivore (PO),463,Diptera,3,3,4,13,3.0,2.0,1.9201101928374655,38.72222222222222,3.0,1.6251314322965955,62.923611111111114,464
Brachycera (fam. indet.),parasitoid parasite,parasitoid,parasite,464,Diptera,3,1,18,21,2.0,1.0,2.093093093093093,38.72222222222222,2.0,2.093093093093093,38.72222222222222,465
Tephritidae (gen. et sp. indet and DT117),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),465,Diptera,3,1,24,12,2.0,1.0,1.8940217391304348,29.041666666666668,2.0,38.22607191466124,464.4691043083901,466
Agromyzidae (gen. et sp. indet. and DT185,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),466,Diptera,2,1,10,4,2.0,1.0,1.683574879227053,69.7,2.0063492063492063,27.239695573806546,175.26298612533085,467
Agromyzidae (gen. et sp. indet. and DT109),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),467,Diptera,2,1,23,2,2.0,1.0,116.16666666666667,30.304347826086957,2.0063492063492063,27.239695573806546,175.26298612533085,468
Cecidomyiidae (gen. et sp. indet. DT80,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),468,Diptera,2,1,7,3,2.0,1.0,1.4925053533190578,99.57142857142857,2.0,38.22607191466124,464.4691043083901,469
Tenthredinoidea (fam. indet. and DT78),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),469,Hymenoptera,3,1,18,15,2.0,1.0,2.0439882697947214,38.72222222222222,2.0,1.676539009153552,261.3289021164021,470
Tenthredinidae (gen. et sp. indet. and DT187),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),470,Hymenoptera,3,1,14,12,2.0,1.0,1.8151041666666667,49.785714285714285,2.0063492063492063,27.239695573806546,175.26298612533085,471
Torymidae (gen. et sp. indet. 1 and DT62),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),471,Hymenoptera,3,1,2,3,2.5,2.0,0.9231788079470199,174.25,2.1625,1.5590293910612467,113.45611111111111,472
Torymidae (gen. sp. indet. 2 and DT213,parasitoid herbivore (SFF),parasitoid,herbivore (SFF),472,Hymenoptera,3,1,2,3,2.5,2.0,0.921957671957672,174.25,2.1625,1.5590293910612467,113.45611111111111,473
Eulophidae (gen. et sp. indet. and DT189),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),473,Hymenoptera,2,1,8,4,2.125,2.0,1.4989247311827958,69.7,2.1625,1.5590293910612467,113.45611111111111,474
Eucharitidae (gen. et sp. indet. and DT83),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),474,Hymenoptera,3,1,1,5,3.0,2.0,1.6634844868735084,232.33333333333334,2.1625,1.5590293910612467,113.45611111111111,475
Chalcididae (Chalcidinae),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),475,Hymenoptera,3,1,0,6,1.0,0.0,1.6516587677725119,0.0,2.1625,1.5590293910612467,113.45611111111111,476
Proctotrupoidea (fam. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),476,Hymenoptera,3,1,1,1,3.0,2.0,1.5454545454545454,232.33333333333334,2.1625,1.5590293910612467,113.45611111111111,477
Ichneumonidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),477,Hymenoptera,3,1,1,10,3.0,2.0,1.8837837837837839,77.44444444444444,2.1625,1.5590293910612467,113.45611111111111,478
Braconidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),478,Hymenoptera,3,1,2,4,2.5,2.0,1.778061224489796,174.25,2.1625,1.5590293910612467,113.45611111111111,479
Cynipidae (gen. et sp. indet. and DT209,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),479,Hymenoptera,1,1,6,5,2.0,1.0,1.0959119496855345,116.16666666666667,2.0,38.22607191466124,464.4691043083901,480
Cynipidae (gen. et sp. indet. 2 and DT186,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),480,Hymenoptera,3,1,7,5,2.0,1.0,1.691747572815534,99.57142857142857,2.0,38.22607191466124,464.4691043083901,481
Formicidae (Dolichoderinae),insectivore insectivore,insectivore,insectivore,481,Hymenoptera,3,1,7,13,2.7142857142857144,2.0,1.671462829736211,41.0,4.224465624956372,1.8652802945421434,5.942800649018784,482
Formicidae (Formicinae),insectivore insectivore,insectivore,insectivore,482,Hymenoptera,3,1,12,17,2.99,2.0,1.9578651685393258,3.5927835051546393,4.224465624956372,1.8652802945421434,5.942800649018784,483
Formicidae (Formicium giganteum),insectivore insectivore,insectivore,insectivore,483,Hymenoptera,3,1,98,9,4.877906976744185,6.0,1.7690355329949239,0.5390564578499614,4.224465624956372,1.8652802945421434,5.942800649018784,484
Formicidae (Formicium simillimum),insectivore insectivore,insectivore,insectivore,484,Hymenoptera,3,1,153,20,4.648318804483188,6.0,2.0261627906976742,0.5021613832853026,4.224465624956372,1.8652802945421434,5.942800649018784,485
Formicidae (Myrmiciinae),insectivore insectivore,insectivore,insectivore,485,Hymenoptera,3,1,58,17,2.5,2.0,1.8586666666666667,6.701923076923077,4.224465624956372,1.8652802945421434,5.942800649018784,486
Formicidae (Ponerinae),insectivore insectivore,insectivore,insectivore,486,Hymenoptera,3,1,61,12,4.081320450885668,7.0,1.6876513317191284,0.4166168559473999,4.224465624956372,1.8652802945421434,5.942800649018784,487
Formicidae (cf. Attini and DT214,fungivore predator,fungivore,predator,487,Hymenoptera,3,1,16,11,2.1666666666666665,2.0,1.805699481865285,31.681818181818183,2.1666666666666665,1.805699481865285,31.681818181818183,488
Pompilidae (gen. et sp. indet.),parasitoid insectivore,parasitoid,insectivore,488,Hymenoptera,3,1,1,10,3.0,2.0,1.7871794871794873,139.4,3.3947763998496807,1.8864672364672366,59.53169506005327,489
Scoliidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),489,Hymenoptera,3,1,0,9,1.0,0.0,1.8991825613079019,0.0,2.1625,1.5590293910612467,113.45611111111111,490
Tiphiidae (gen. et sp. indet.),parasitoid omnivore,parasitoid,omnivore,490,Hymenoptera,3,1,0,7,1.0,0.0,1.8293963254593175,0.0,1.0,1.8293963254593175,0.0,491
Sphecidae (gen. et sp. indet.),parasitoid insectivore,parasitoid,insectivore,491,Hymenoptera,3,1,6,15,3.0,2.0,2.1121212121212123,38.72222222222222,3.3947763998496807,1.8864672364672366,59.53169506005327,492
Eumenidae (gen. et sp. indet.),insectivore predator,insectivore,predator,492,Hymenoptera,3,1,43,10,3.0,2.0,1.9307479224376731,2.6104868913857677,4.2418367346938775,1.9415644374093128,1.4686283495841168,493
Vespidae (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,493,Hymenoptera,3,1,17,14,3.8272,7.0,2.0439882697947214,0.38004362050163576,4.224465624956372,1.8652802945421434,5.942800649018784,494
Anthophoridae (gen. et sp. indet.),herbivore (SFF) herbivore (PO),herbivore (SFF),herbivore (PO),494,Hymenoptera,3,1,0,16,1.0,0.0,2.05,0.0,1.0,2.05,0.0,495
Megachilidae (gen. et sp. indet. and DT81),detritivore (PO) herbivore (PO),detritivore (PO),herbivore (PO),495,Hymenoptera,3,1,16,20,2.0,1.0,2.0261627906976742,43.5625,2.0,2.0261627906976742,43.5625,496
Apidae (Pygomelissa lutetia),detritivore (SFF) herbivore (SFF),detritivore (SFF),herbivore (SFF),496,Hymenoptera,3,1,0,14,1.0,0.0,1.963380281690141,0.0,1.0,1.9745676337225633,0.0,497
Apidae (Protobombus messelensis),detritivore (SFF) herbivore (SFF),detritivore (SFF),herbivore (SFF),497,Hymenoptera,3,1,0,15,1.0,0.0,1.9857549857549857,0.0,1.0,1.9745676337225633,0.0,498
Apidae (Ecfeldapis electrapoides),herbivore herbivore (PO),herbivore,herbivore (PO),498,Hymenoptera,2,1,11,17,2.0,1.0,2.062130177514793,63.36363636363637,2.0,1.6618191489988612,210.1560606060606,499
Limnephilidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),499,Trichoptera,2,3,19,30,4.795100222717149,9.0,2.7120622568093387,0.2567219152854512,3.0662455830627477,1.9286212079936593,87.13091253079348,500
Fam. indet. (larval cases),detritivore herbivore (SFF),detritivore,herbivore (SFF),500,Trichoptera,2,3,17,20,2.4,2.0,2.0993975903614457,25.814814814814813,3.0662455830627477,1.9286212079936593,87.13091253079348,501
Micropterygidae (gen. et sp. indet.),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),501,Lepidoptera,2,1,14,12,2.1333333333333333,2.0,1.6209302325581396,43.5625,2.0063492063492063,27.239695573806546,175.26298612533085,502
Nepticulidae (gen. et sp. indet. 1 and DT41),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),502,Lepidoptera,3,1,5,12,2.0,1.0,1.5454545454545454,139.4,2.0063492063492063,27.239695573806546,175.26298612533085,503
Nepticulidae (gen. et sp. indet. 2 and DT44),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),503,Lepidoptera,3,1,5,8,2.0,1.0,1.7690355329949239,139.4,2.0063492063492063,27.239695573806546,175.26298612533085,504
Nepticulidae (gen. et sp. indet. 3 and DT171),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),504,Lepidoptera,3,1,6,9,2.0,1.0,1.5733634311512414,116.16666666666667,2.0063492063492063,27.239695573806546,175.26298612533085,505
Nepticulidae (gen et sp. indet. 4 and DT45),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),505,Lepidoptera,2,1,3,7,2.0,1.0,1.5352422907488987,232.33333333333334,2.0063492063492063,27.239695573806546,175.26298612533085,506
Nepticulidae (gen. et sp. indet. 5 and DT176,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),506,Lepidoptera,2,1,6,8,2.0,1.0,1.394,116.16666666666667,2.0063492063492063,27.239695573806546,175.26298612533085,507
Nepticulidae: Stigmellites messelensis,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),507,Lepidoptera,3,1,4,12,2.0,1.0,1.5021551724137931,174.25,2.0063492063492063,27.239695573806546,175.26298612533085,508
Bucculatrigidae (Bucculatrix sp. and DT170,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),508,Lepidoptera,3,1,5,6,2.0,1.0,1.361328125,139.4,2.0063492063492063,27.239695573806546,175.26298612533085,509
Gracillariidae (?Phyllonorycter sp. and DT208,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),509,Lepidoptera,3,1,6,1,2.0,1.0,1.2292768959435627,116.16666666666667,2.0063492063492063,27.239695573806546,175.26298612533085,510
Gracillariidae (gen. et sp. indet. 1 and DT164),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),510,Lepidoptera,3,1,5,2,2.0,1.0,174.25,139.4,2.0063492063492063,27.239695573806546,175.26298612533085,511
Gracillariidae (gen. et sp. indet. 2 and DT210),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),511,Lepidoptera,2,1,6,4,2.0,1.0,1.5592841163310962,116.16666666666667,2.0063492063492063,27.239695573806546,175.26298612533085,512
Gracillariidae (gen. et sp. indet. 3 and DT152,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),512,Lepidoptera,2,1,5,4,2.0,1.0,1.5021551724137931,139.4,2.0063492063492063,27.239695573806546,175.26298612533085,513
Gracillariidae (gen. et sp. indet. 4 and DT222),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),513,Lepidoptera,3,1,1,3,2.0,1.0,139.4,697.0,2.0063492063492063,27.239695573806546,175.26298612533085,514
Gracillariidae (gen. et sp. indet. 5 and DT37),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),514,Lepidoptera,3,1,5,4,2.0,1.0,116.16666666666667,139.4,2.0063492063492063,27.239695573806546,175.26298612533085,515
Coleophoridae (cf. Homaledra and DT182,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),515,Lepidoptera,3,1,3,4,2.0,1.0,1.5733634311512414,232.33333333333334,2.0063492063492063,27.239695573806546,175.26298612533085,516
Coleophoridae (gen. et sp. indet. and DT224,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),516,Lepidoptera,3,1,1,2,2.0,1.0,1.419551934826884,697.0,2.0063492063492063,27.239695573806546,175.26298612533085,517
Incurvariidae (gen. et sp. indet. 1 and DT38),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),517,Lepidoptera,3,1,13,7,2.0,1.0,1.5352422907488987,53.61538461538461,2.0063492063492063,27.239695573806546,175.26298612533085,518
Incurvariidae (gen. et sp. indet. 2 and DT223,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),518,Lepidoptera,3,1,7,4,2.0,1.0,1.431211498973306,99.57142857142857,2.0063492063492063,27.239695573806546,175.26298612533085,519
Cosmopterygidae (gen. et sp. indet.),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),519,Lepidoptera,2,1,9,16,2.0,1.0,2.05,77.44444444444444,2.0,1.364308260540555,479.0492063492064,520
Geometridae (gen. et sp. indet. and DT22 and DT196,herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),520,Lepidoptera,3,1,7,21,2.0,1.0,2.144615384615385,99.57142857142857,2.0,1.676539009153552,261.3289021164021,521
Ditrysia (fam. indet. 1 and DT27),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),521,Lepidoptera,3,1,4,4,2.0,1.0,1.4581589958158996,174.25,2.0,1.676539009153552,261.3289021164021,522
Ditrysia (fam. indet. 2 and DT16),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),522,Lepidoptera,3,1,4,6,2.0,1.0,1.531868131868132,174.25,2.0,1.676539009153552,261.3289021164021,523
